mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_DT__alpha,param_DT__class_weight,param_DT__criterion,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.32340006828308104,0.01399993896484375,0.7551422530275725,0.9386908599213392,-1,balanced,gini,"{'DT__alpha': -1, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",22,0.7573596552582537,0.9391740128886007,0.763147673608973,0.9403409220848189,0.757136639388997,0.9382998798523638,0.741007296503364,0.9369130473858576,0.7570577402374317,0.9387264373950549,0.0253345956354165,0.004899013747899913,0.007435566455559624,0.0011199009344945187
0.3616000175476074,0.014199972152709961,0.7555120649410613,0.9382320121948627,-1,balanced,entropy,"{'DT__alpha': -1, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",19,0.7639106641846776,0.9375571300150894,0.7543857156164789,0.9376276710539162,0.755958931397424,0.9374721763931695,0.7434118260210368,0.9380241838506072,0.7598924549875911,0.9404788996615308,0.06209226380979389,0.005153615703079283,0.006893462949045804,0.0011392752542995718
8.414599943161011,0.01399989128112793,0.7686388746154579,0.8539302328922839,-0.001,balanced,gini,"{'DT__alpha': -0.001, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",17,0.7926656330308738,0.8843457580658393,0.7593233790627701,0.8357449813197457,0.7843997044348975,0.8999967785573406,0.7483064320835571,0.8139696636712979,0.7584903125181132,0.835593982847196,0.30735880815936495,0.0048990526814908395,0.01690515342179175,0.032591407867815836
8.632399892807006,0.014000034332275391,0.7804954936902578,0.8785041943355247,-0.001,balanced,entropy,"{'DT__alpha': -0.001, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",12,0.7956082583500035,0.8893002727104222,0.7856499090305769,0.8634921734902515,0.7827979373597763,0.8969470282619239,0.7666727207639746,0.8750759258761753,0.7717417707778967,0.8677055713388511,0.23262382169250945,0.0048989358807180585,0.010275753724095041,0.012731201707821958
8.467600107192993,0.013399982452392578,0.7809423126103908,0.8935252483104401,-0.00031622776601683794,balanced,gini,"{'DT__alpha': -0.00031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",11,0.7794724352385598,0.8875220873658539,0.7847139002436201,0.9052017447386093,0.7871099722170908,0.9041070794377817,0.7735335923434095,0.8781663379184466,0.7798795717168737,0.8926289920915097,1.047013881457333,0.003979972792347526,0.004699914729962659,0.010208359944775515
4.252799987792969,0.00839991569519043,0.7804377553198972,0.8927271741161029,-0.00031622776601683794,balanced,entropy,"{'DT__alpha': -0.00031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",13,0.7932088970569273,0.8971706618643152,0.7835488232393325,0.9018100822336583,0.7789352235605805,0.894527252631621,0.7679246027985724,0.8819369138699624,0.7785676648347306,0.8881909599809573,0.6917587271119211,0.0016247955727233241,0.008186853565835515,0.006964065490241038
3.7989999294281005,0.008200120925903321,0.7629592420048108,0.8729202336016713,-0.01,balanced,gini,"{'DT__alpha': -0.01, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",18,0.7649537732179914,0.9082538971312083,0.7463153041778569,0.8553914297976734,0.7783068319431352,0.9233244738724384,0.7571148804447394,0.8336244568999723,0.7681063963199689,0.8440069103070642,0.22647212214075643,0.001939152724437739,0.01074480296971817,0.03599014450934885
3.487400007247925,0.0035999774932861327,0.7764561770332152,0.9189976028627911,-0.01,balanced,entropy,"{'DT__alpha': -0.01, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",15,0.7947442198760163,0.9168531417999758,0.789738401727498,0.914086559275812,0.7880547963805905,0.914151901254984,0.7463372711287997,0.925168570210359,0.763393859237753,0.9247278417728239,0.48394699368321853,0.0041279546341012234,0.018564070453021567,0.0049621439399889855
2.84539999961853,0.0030000686645507814,0.7704723379830645,0.8611314790240092,-0.0031622776601683794,balanced,gini,"{'DT__alpha': -0.0031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",16,0.7993358468998031,0.8966236335892291,0.7631734618746805,0.8472412785856558,0.7791362667748721,0.8854081019973901,0.7534281984059299,0.834177861755902,0.7572783893013527,0.8422065191918687,0.08788530164091368,0.004000091552734375,0.01688827978672231,0.025006546004494562
4.192600059509277,0.009200048446655274,0.7775337897611022,0.8829371613353085,-0.0031622776601683794,balanced,entropy,"{'DT__alpha': -0.0031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",14,0.7999389765426776,0.8655036008259397,0.7793499409764489,0.8776707988990234,0.7810643343548644,0.9057414762321864,0.7560109289617487,0.8796459557947668,0.7712973111112282,0.8861239749246264,1.3860636377607367,0.0065237682841889294,0.014282144822474422,0.013211269416852094
3.5489999771118166,0.009999990463256836,0.7551422530275725,0.9386908599213392,-0.1,balanced,gini,"{'DT__alpha': -0.1, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",22,0.7573596552582537,0.9391740128886007,0.763147673608973,0.9403409220848189,0.757136639388997,0.9382998798523638,0.741007296503364,0.9369130473858576,0.7570577402374317,0.9387264373950549,0.28454646836776554,2.132480599880018e-07,0.007435566455559624,0.0011199009344945187
3.240399932861328,0.00840001106262207,0.7555120649410613,0.9382320121948627,-0.1,balanced,entropy,"{'DT__alpha': -0.1, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",19,0.7639106641846776,0.9375571300150894,0.7543857156164789,0.9376276710539162,0.755958931397424,0.9374721763931695,0.7434118260210368,0.9380241838506072,0.7598924549875911,0.9404788996615308,0.1894883691750399,0.0044091058845085246,0.006893462949045804,0.0011392752542995718
5.021800088882446,0.009999942779541016,0.7551422530275725,0.9386908599213392,-0.0316227766016838,balanced,gini,"{'DT__alpha': -0.0316227766016838, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",22,0.7573596552582537,0.9391740128886007,0.763147673608973,0.9403409220848189,0.757136639388997,0.9382998798523638,0.741007296503364,0.9369130473858576,0.7570577402374317,0.9387264373950549,1.8841116412754664,1.784161275279017e-07,0.007435566455559624,0.0011199009344945187
7.78820013999939,0.008199930191040039,0.7555120649410613,0.9382320121948627,-0.0316227766016838,balanced,entropy,"{'DT__alpha': -0.0316227766016838, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",19,0.7639106641846776,0.9375571300150894,0.7543857156164789,0.9376276710539162,0.755958931397424,0.9374721763931695,0.7434118260210368,0.9380241838506072,0.7598924549875911,0.9404788996615308,0.9555925906809511,0.003600001339486247,0.006893462949045804,0.0011392752542995718
8.765600061416626,0.021599960327148438,0.8005366595038285,0.8604510337804703,0,balanced,gini,"{'DT__alpha': 0, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",7,0.8037830070065138,0.8589724302092875,0.8009628759494949,0.8572826041997677,0.8048882183939805,0.8747816518340457,0.789733830295756,0.8536895431085495,0.8033142148054864,0.8575289395507016,1.0647828572403026,0.006945436750287849,0.005550922865366672,0.007373577410187886
8.891599988937378,0.018800067901611327,0.8034169388790536,0.8610188314741756,0,balanced,entropy,"{'DT__alpha': 0, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",5,0.8173969745627705,0.8653149950653356,0.8050140019756968,0.8577910179400136,0.8009123520003537,0.8653965429741274,0.7925450372195375,0.8565301715419329,0.8012129770630358,0.8600614298494684,0.5418736384857453,0.00685278274949826,0.008091176425186308,0.0037176564028552064
7.370599985122681,0.01640000343322754,0.7150260230897086,0.7155705995713249,0.0316227766016838,balanced,gini,"{'DT__alpha': 0.0316227766016838, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",26,0.7894484153110722,0.7864303457134462,0.7558270954676333,0.7653272803116777,0.5,0.5000000000000001,0.76394732408899,0.7632966915492249,0.7659403470315785,0.7627986802822756,0.9352098405616445,0.004223684651319059,0.10810291437667777,0.10814414987810184
7.252600002288818,0.015999984741210938,0.7271508998018364,0.7286395150320585,0.0316227766016838,balanced,entropy,"{'DT__alpha': 0.0316227766016838, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",25,0.7887826570229078,0.7854784653468361,0.7813241906037032,0.7850650084825291,0.5,0.5000000000000001,0.7804552681175444,0.7886789704493142,0.7852295540649485,0.7839751308816131,0.8239836381293445,0.00374159010014211,0.113623614154495,0.1143304832547819
7.797799968719483,0.012599992752075195,0.5531717340041639,0.5525597360564551,0.1,balanced,gini,"{'DT__alpha': 0.1, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",27,0.5,0.5000000000000001,0.5,0.5000000000000001,0.5,0.5000000000000001,0.5000000000000001,0.5,0.7659403470315785,0.7627986802822756,0.4772882785901446,0.003979932055410059,0.10636388530102014,0.10511947211291021
7.594400024414062,0.013000011444091797,0.5520639023009024,0.5520662218790557,0.1,balanced,entropy,"{'DT__alpha': 0.1, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",28,0.5,0.5000000000000001,0.5,0.5000000000000001,0.5,0.5000000000000001,0.5000000000000001,0.5,0.7603994867768639,0.760331109395278,1.1927400000811506,0.0038988265422423714,0.10414779650073189,0.10413244375811119
8.57160005569458,0.014199924468994141,0.7927692490660881,0.7988873005994783,0.0031622776601683794,balanced,gini,"{'DT__alpha': 0.0031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",9,0.814064367511206,0.8186146062447749,0.7763128463982477,0.7883950061913233,0.8107542594057435,0.818107196120475,0.7747249334049296,0.785876789245989,0.787983781305821,0.7834429051948292,0.7712837863881317,0.0033704419840259814,0.016711410419605825,0.015977872004136227
8.525999975204467,0.01700005531311035,0.8092812312161073,0.8162441511284625,0.0031622776601683794,balanced,entropy,"{'DT__alpha': 0.0031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",1,0.8139325315814154,0.8177074525986432,0.8081258298953364,0.8130670286133539,0.8104966398942365,0.8166020848031783,0.801864398749171,0.8208173012469455,0.8119863158061135,0.8130268883801917,0.7234630958140218,0.0010953657241994557,0.004165808334081919,0.0029539111964218246
7.928800058364868,0.014599990844726563,0.7921420678846093,0.7962371707399795,0.01,balanced,gini,"{'DT__alpha': 0.01, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",10,0.8109893799711486,0.8130187151998228,0.7763128463982477,0.7883950061913233,0.8114886986872719,0.8128938390517891,0.7761078998073218,0.7837513500332725,0.7858052175929097,0.7831269432236897,0.26711369497994975,0.004079233229977531,0.015983878607276923,0.013771987240514408
7.980600070953369,0.01620006561279297,0.8087216392373959,0.8110162901033051,0.01,balanced,entropy,"{'DT__alpha': 0.01, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",2,0.8092024899886268,0.8113874197432186,0.8073529713608151,0.8093350662654705,0.8110679289233294,0.8123361987720282,0.8039649072933448,0.8141120845829848,0.8120203023484965,0.8079106811528239,0.39947499048417007,0.005075399494999712,0.002867503996320186,0.0021879287058777803
8.885799980163574,0.020599985122680665,0.8006547794417843,0.8582437192094163,0.00031622776601683794,balanced,gini,"{'DT__alpha': 0.00031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",6,0.8044833689369287,0.8528981351861468,0.8011073428665709,0.856252277262166,0.8049887400011263,0.8723573763847063,0.789690135506491,0.852689816417849,0.8030029349618771,0.8570209907962136,0.6512001322994689,0.0011998891865974753,0.005645804847889609,0.007267424983188343
9.539799880981445,0.013000106811523438,0.8035639290581972,0.8599691953518127,0.00031622776601683794,balanced,entropy,"{'DT__alpha': 0.00031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",4,0.8176419630869922,0.8631380698148817,0.8050140019756968,0.8577910179400136,0.8010568189174296,0.8644800853145946,0.7936574117944344,0.8549500759345132,0.8004459087052973,0.8594867277550601,0.5639820926764282,0.00399993658163497,0.007930398268585034,0.0034801920970923073
8.160799980163574,0.01399998664855957,0.7948719291633679,0.8092259339536143,0.001,balanced,gini,"{'DT__alpha': 0.001, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",8,0.8202764449454736,0.8330808992438364,0.7783326202088429,0.794757363670044,0.8075073062367077,0.8278061817543215,0.7748962906809018,0.7915536288764394,0.7933419309625305,0.7989315962234304,0.5075744590503565,0.004898974815856069,0.01720502356885324,0.017560798725729028
8.16100001335144,0.018400001525878906,0.8077476820792578,0.8248090357746627,0.001,balanced,entropy,"{'DT__alpha': 0.001, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",3,0.8185587622474526,0.8304815174910024,0.8078813676622515,0.8226356346641841,0.8055633183498248,0.8281102691595961,0.7982045653158134,0.825590474681479,0.8085286461763823,0.8172272828770518,0.6775594594441986,0.004223625945470856,0.006532343981729092,0.004602010144199025
